addr,event,start,end,freq,size,DR,sample
00:80:E1:15:05:AB:CF:19,RX,1733749269.911,1733749290.969,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749290.977,1733749312.104,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749312.112,1733749332.161,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749332.169,1733749353.214,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749353.222,1733749374.282,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749374.290,1733749394.442,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749394.449,1733749399.481,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749399.486,1733749415.497,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749415.505,1733749436.558,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749436.565,1733749456.620,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749456.628,1733749477.774,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749477.782,1733749497.850,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749497.857,1733749518.898,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749518.905,1733749539.965,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749539.973,1733749560.109,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749560.117,1733749581.207,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749581.215,1733749602.257,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749602.265,1733749622.309,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749622.316,1733749632.028,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749632.033,1733749643.380,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749643.389,1733749663.520,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749663.527,1733749684.583,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749684.591,1733749688.963,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749688.968,1733749705.625,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749705.633,1733749725.689,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749725.697,1733749746.848,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749746.855,1733749767.906,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749767.914,1733749787.959,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749787.967,1733749809.027,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749809.035,1733749830.147,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749830.155,1733749850.223,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749850.230,1733749866.569,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749866.574,1733749871.285,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749871.293,1733749892.348,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749892.355,1733749912.464,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749912.472,1733749933.562,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749933.570,1733749953.615,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749953.623,1733749974.681,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749974.687,1733749995.768,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733749995.775,1733750015.895,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750015.903,1733750036.971,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750036.978,1733750058.024,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750058.032,1733750078.090,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750078.098,1733750099.176,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750099.184,1733750119.270,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750119.277,1733750135.919,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750135.924,1733750140.329,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750140.337,1733750161.389,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750161.396,1733750181.488,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750181.497,1733750202.588,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750202.596,1733750223.650,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750223.658,1733750243.706,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750243.714,1733750264.778,869525000,0,0,
00:80:E1:15:05:AB:CF:19,RX,1733750264.785,1733750285.879,869525000,0,0,
